SalesOrderID	OrderDate	SalesOrderNumber	CustomerID
56278	16/9/2013	SO56278	17720
56279	16/9/2013	SO56279	12333
56280	16/9/2013	SO56280	11653
56281	16/9/2013	SO56281	11277
56282	16/9/2013	SO56282	11520
56283	16/9/2013	SO56283	11530
56284	16/9/2013	SO56284	11507
56285	16/9/2013	SO56285	27533
56286	16/9/2013	SO56286	11698
56287	16/9/2013	SO56287	27046
56288	16/9/2013	SO56288	25434
56289	16/9/2013	SO56289	23793
56290	16/9/2013	SO56290	19839
56291	16/9/2013	SO56291	15856
56292	16/9/2013	SO56292	20352
56293	16/9/2013	SO56293	11808
56294	16/9/2013	SO56294	18520
56295	16/9/2013	SO56295	20748
56296	16/9/2013	SO56296	24773
56297	16/9/2013	SO56297	23716
56298	16/9/2013	SO56298	14122
56299	16/9/2013	SO56299	16048
56300	16/9/2013	SO56300	19317
56301	16/9/2013	SO56301	16469
56302	16/9/2013	SO56302	19375
56303	16/9/2013	SO56303	21084
56304	16/9/2013	SO56304	21075
56305	16/9/2013	SO56305	24572
56306	16/9/2013	SO56306	21121
56307	16/9/2013	SO56307	26990
56308	16/9/2013	SO56308	12191
56309	16/9/2013	SO56309	12659
56310	16/9/2013	SO56310	12268
56311	16/9/2013	SO56311	11580
56312	16/9/2013	SO56312	16947
56313	16/9/2013	SO56313	16973
56314	16/9/2013	SO56314	16373
56315	16/9/2013	SO56315	13178
56316	16/9/2013	SO56316	12208
56317	16/9/2013	SO56317	14843
56318	16/9/2013	SO56318	29191
56319	16/9/2013	SO56319	19555
56320	16/9/2013	SO56320	13524
56321	16/9/2013	SO56321	18931
56322	16/9/2013	SO56322	11750
56323	16/9/2013	SO56323	12671
56324	16/9/2013	SO56324	12673
56325	16/9/2013	SO56325	26484
56326	16/9/2013	SO56326	26485
56327	16/9/2013	SO56327	12001
56328	16/9/2013	SO56328	24959
56329	16/9/2013	SO56329	11739
56330	16/9/2013	SO56330	22886
56331	16/9/2013	SO56331	20163
56332	17/9/2013	SO56332	24908
56333	17/9/2013	SO56333	23542
56334	17/9/2013	SO56334	12657
56335	17/9/2013	SO56335	12330
56336	17/9/2013	SO56336	11612
56337	17/9/2013	SO56337	13686
56338	17/9/2013	SO56338	12005
56339	17/9/2013	SO56339	15128
56340	17/9/2013	SO56340	17057
56341	17/9/2013	SO56341	20417
56342	17/9/2013	SO56342	23997
56343	17/9/2013	SO56343	20851
56344	17/9/2013	SO56344	20856
56345	17/9/2013	SO56345	11123
56346	17/9/2013	SO56346	23469
56347	17/9/2013	SO56347	14566
56348	17/9/2013	SO56348	25023
56349	17/9/2013	SO56349	13732
56350	17/9/2013	SO56350	22138
56351	17/9/2013	SO56351	21616
56352	17/9/2013	SO56352	20503
56353	17/9/2013	SO56353	27243
56354	17/9/2013	SO56354	15344
56355	17/9/2013	SO56355	14475
56356	17/9/2013	SO56356	18179
56357	17/9/2013	SO56357	16255
56358	17/9/2013	SO56358	13496
56359	17/9/2013	SO56359	20570
56360	17/9/2013	SO56360	19388
56361	17/9/2013	SO56361	15418
56362	17/9/2013	SO56362	19127
56363	17/9/2013	SO56363	14089
56364	17/9/2013	SO56364	13100
56365	17/9/2013	SO56365	23106
56366	17/9/2013	SO56366	23107
56367	17/9/2013	SO56367	28209
56368	17/9/2013	SO56368	29190
56369	17/9/2013	SO56369	12356
56370	17/9/2013	SO56370	26486
56371	17/9/2013	SO56371	11990
56372	17/9/2013	SO56372	23283
56373	17/9/2013	SO56373	25380
56374	17/9/2013	SO56374	25656
56375	17/9/2013	SO56375	25659
56376	17/9/2013	SO56376	12644
56377	18/9/2013	SO56377	12381
56378	18/9/2013	SO56378	12286
56379	18/9/2013	SO56379	28597
56380	18/9/2013	SO56380	20250
56381	18/9/2013	SO56381	16640
56382	18/9/2013	SO56382	16919
56383	18/9/2013	SO56383	22949
56384	18/9/2013	SO56384	23424
56385	18/9/2013	SO56385	14860
56386	18/9/2013	SO56386	13617
56387	18/9/2013	SO56387	16635
56388	18/9/2013	SO56388	13779
56389	18/9/2013	SO56389	29206
56390	18/9/2013	SO56390	11519
56391	18/9/2013	SO56391	25356
56392	18/9/2013	SO56392	11500
56393	18/9/2013	SO56393	25441
56394	18/9/2013	SO56394	24398
56395	18/9/2013	SO56395	12530
56396	18/9/2013	SO56396	24435
56397	18/9/2013	SO56397	23300
56398	18/9/2013	SO56398	22108
56399	18/9/2013	SO56399	14244
56400	18/9/2013	SO56400	17605
56401	18/9/2013	SO56401	29176
56402	18/9/2013	SO56402	15935
56403	18/9/2013	SO56403	21690
56404	18/9/2013	SO56404	14135
56405	18/9/2013	SO56405	16036
56406	18/9/2013	SO56406	15092
56407	18/9/2013	SO56407	17936
56408	18/9/2013	SO56408	17997
56409	18/9/2013	SO56409	13809
56410	18/9/2013	SO56410	17820
56411	18/9/2013	SO56411	22710
56412	18/9/2013	SO56412	17821
56413	18/9/2013	SO56413	12489
56414	18/9/2013	SO56414	25768
56415	18/9/2013	SO56415	11311
56416	18/9/2013	SO56416	12046
56417	18/9/2013	SO56417	12194
56418	18/9/2013	SO56418	13350
56419	18/9/2013	SO56419	12953
56420	18/9/2013	SO56420	13495
56421	18/9/2013	SO56421	16362
56422	18/9/2013	SO56422	11629
56423	18/9/2013	SO56423	11135
56424	18/9/2013	SO56424	22966
56425	18/9/2013	SO56425	19099
56426	18/9/2013	SO56426	22876
56427	18/9/2013	SO56427	23775
56428	18/9/2013	SO56428	27967
56429	18/9/2013	SO56429	28113
56430	19/9/2013	SO56430	23540
56431	19/9/2013	SO56431	14344
56432	19/9/2013	SO56432	15147
56433	19/9/2013	SO56433	15026
56434	19/9/2013	SO56434	17291
56435	19/9/2013	SO56435	18896
56436	19/9/2013	SO56436	12035
56437	19/9/2013	SO56437	19677
56438	19/9/2013	SO56438	15599
56439	19/9/2013	SO56439	16178
56440	19/9/2013	SO56440	11753
56441	19/9/2013	SO56441	23920
56442	19/9/2013	SO56442	17750
56443	19/9/2013	SO56443	27943
56444	19/9/2013	SO56444	16416
56445	19/9/2013	SO56445	16412
56446	19/9/2013	SO56446	15657
56447	19/9/2013	SO56447	29107
56448	19/9/2013	SO56448	11091
56449	19/9/2013	SO56449	11078
56450	19/9/2013	SO56450	11507
56451	19/9/2013	SO56451	22863
56452	19/9/2013	SO56452	21261
56453	19/9/2013	SO56453	20353
56454	19/9/2013	SO56454	20758
56455	19/9/2013	SO56455	19019
56456	19/9/2013	SO56456	17694
56457	19/9/2013	SO56457	12061
56458	19/9/2013	SO56458	14920
56459	19/9/2013	SO56459	13900
56460	19/9/2013	SO56460	17713
56461	19/9/2013	SO56461	11478
56462	19/9/2013	SO56462	13503
56463	19/9/2013	SO56463	29442
56464	19/9/2013	SO56464	13507
56465	19/9/2013	SO56465	11828
56466	19/9/2013	SO56466	16846
56467	19/9/2013	SO56467	15815
56468	19/9/2013	SO56468	13544
56469	19/9/2013	SO56469	13309
56470	19/9/2013	SO56470	20671
56471	19/9/2013	SO56471	13173
56472	19/9/2013	SO56472	12917
56473	19/9/2013	SO56473	28212
56474	19/9/2013	SO56474	28954
56475	19/9/2013	SO56475	19558
56476	19/9/2013	SO56476	12358
56477	19/9/2013	SO56477	22768
56478	19/9/2013	SO56478	19820
56479	19/9/2013	SO56479	23904
56480	19/9/2013	SO56480	22517
56481	19/9/2013	SO56481	22525
56482	19/9/2013	SO56482	27901
56483	20/9/2013	SO56483	12644
56484	20/9/2013	SO56484	12647
56485	20/9/2013	SO56485	13685
56486	20/9/2013	SO56486	13697
56487	20/9/2013	SO56487	11300
56488	20/9/2013	SO56488	11142
56489	20/9/2013	SO56489	17052
56490	20/9/2013	SO56490	19600
56491	20/9/2013	SO56491	19574
56492	20/9/2013	SO56492	20266
56493	20/9/2013	SO56493	23346
56494	20/9/2013	SO56494	27596
56495	20/9/2013	SO56495	13669
56496	20/9/2013	SO56496	28945
56497	20/9/2013	SO56497	29217
56498	20/9/2013	SO56498	11875
56499	20/9/2013	SO56499	26261
56500	20/9/2013	SO56500	13144
56501	20/9/2013	SO56501	26044
56502	20/9/2013	SO56502	14582
56503	20/9/2013	SO56503	21324
56504	20/9/2013	SO56504	23005
56505	20/9/2013	SO56505	20502
56506	20/9/2013	SO56506	18964
56507	20/9/2013	SO56507	12430
56508	20/9/2013	SO56508	27028
56509	20/9/2013	SO56509	15777
56510	20/9/2013	SO56510	14280
56511	20/9/2013	SO56511	13748
56512	20/9/2013	SO56512	14492
56513	20/9/2013	SO56513	17226
56514	20/9/2013	SO56514	21914
56515	20/9/2013	SO56515	19178
56516	20/9/2013	SO56516	21135
56517	20/9/2013	SO56517	24876
56518	20/9/2013	SO56518	19350
56519	20/9/2013	SO56519	25469
56520	20/9/2013	SO56520	27960
56521	20/9/2013	SO56521	19642
56522	20/9/2013	SO56522	16949
56523	20/9/2013	SO56523	20346
56524	20/9/2013	SO56524	20347
56525	20/9/2013	SO56525	11515
56526	20/9/2013	SO56526	17045
56527	20/9/2013	SO56527	18767
56528	20/9/2013	SO56528	23117
56529	20/9/2013	SO56529	28962
56530	20/9/2013	SO56530	12675
56531	20/9/2013	SO56531	26343
56532	20/9/2013	SO56532	11443
56533	20/9/2013	SO56533	11986
56534	20/9/2013	SO56534	25370
56535	20/9/2013	SO56535	24966
56536	20/9/2013	SO56536	16500
56537	20/9/2013	SO56537	22760
56538	20/9/2013	SO56538	21671
56539	20/9/2013	SO56539	15684
56540	21/9/2013	SO56540	12222
56541	21/9/2013	SO56541	14071
56542	21/9/2013	SO56542	13556
56543	21/9/2013	SO56543	11785
56544	21/9/2013	SO56544	18295
56545	21/9/2013	SO56545	21953
56546	21/9/2013	SO56546	17244
56547	21/9/2013	SO56547	11113
56548	21/9/2013	SO56548	18195
56549	21/9/2013	SO56549	18304
56550	21/9/2013	SO56550	17484
56551	21/9/2013	SO56551	16625
56552	21/9/2013	SO56552	22621
56553	21/9/2013	SO56553	22465
56554	21/9/2013	SO56554	11211
56555	21/9/2013	SO56555	24946
56556	21/9/2013	SO56556	24963
56557	21/9/2013	SO56557	23072
56558	21/9/2013	SO56558	24422
56559	21/9/2013	SO56559	18106
56560	21/9/2013	SO56560	26242
56561	21/9/2013	SO56561	15951
56562	21/9/2013	SO56562	14908
56563	21/9/2013	SO56563	14878
56564	21/9/2013	SO56564	20380
56565	21/9/2013	SO56565	15305
56566	21/9/2013	SO56566	18090
56567	21/9/2013	SO56567	14608
56568	21/9/2013	SO56568	15173
56569	21/9/2013	SO56569	19352
56570	21/9/2013	SO56570	21115
56571	21/9/2013	SO56571	21063
56572	21/9/2013	SO56572	24539
56573	21/9/2013	SO56573	27826
56574	21/9/2013	SO56574	11643
56575	21/9/2013	SO56575	13980
56576	21/9/2013	SO56576	13290
56577	21/9/2013	SO56577	12627
56578	21/9/2013	SO56578	12467
56579	21/9/2013	SO56579	12379
56580	21/9/2013	SO56580	11424
56581	21/9/2013	SO56581	16924
56582	21/9/2013	SO56582	13176
56583	21/9/2013	SO56583	13177
56584	21/9/2013	SO56584	13205
56585	21/9/2013	SO56585	12935
56586	21/9/2013	SO56586	12209
56587	21/9/2013	SO56587	12362
56588	21/9/2013	SO56588	28963
56589	21/9/2013	SO56589	22874
56590	21/9/2013	SO56590	16668
56591	21/9/2013	SO56591	22780
56592	21/9/2013	SO56592	19768
56593	21/9/2013	SO56593	23762
56594	21/9/2013	SO56594	11481
56595	21/9/2013	SO56595	25657
56596	21/9/2013	SO56596	21665
56597	21/9/2013	SO56597	28731
56598	21/9/2013	SO56598	28479
56599	22/9/2013	SO56599	12214
56600	22/9/2013	SO56600	15641
56601	22/9/2013	SO56601	20251
56602	22/9/2013	SO56602	17495
56603	22/9/2013	SO56603	18206
56604	22/9/2013	SO56604	21978
56605	22/9/2013	SO56605	20603
56606	22/9/2013	SO56606	14315
56607	22/9/2013	SO56607	17634
56608	22/9/2013	SO56608	19962
56609	22/9/2013	SO56609	11304
56610	22/9/2013	SO56610	11142
56611	22/9/2013	SO56611	11276
56612	22/9/2013	SO56612	11223
56613	22/9/2013	SO56613	26071
56614	22/9/2013	SO56614	11820
56615	22/9/2013	SO56615	12159
56616	22/9/2013	SO56616	23003
56617	22/9/2013	SO56617	21657
56618	22/9/2013	SO56618	19857
56619	22/9/2013	SO56619	13486
56620	22/9/2013	SO56620	19809
56621	22/9/2013	SO56621	19219
56622	22/9/2013	SO56622	18845
56623	22/9/2013	SO56623	20270
56624	22/9/2013	SO56624	15946
56625	22/9/2013	SO56625	15294
56626	22/9/2013	SO56626	13985
56627	22/9/2013	SO56627	14806
56628	22/9/2013	SO56628	19351
56629	22/9/2013	SO56629	21662
56630	22/9/2013	SO56630	25629
56631	22/9/2013	SO56631	29435
56632	22/9/2013	SO56632	26927
56633	22/9/2013	SO56633	11836
56634	22/9/2013	SO56634	12015
56635	22/9/2013	SO56635	11859
56636	22/9/2013	SO56636	15859
56637	22/9/2013	SO56637	12930
56638	22/9/2013	SO56638	27883
56639	22/9/2013	SO56639	29184
56640	22/9/2013	SO56640	18930
56641	22/9/2013	SO56641	19983
56642	22/9/2013	SO56642	21126
56643	22/9/2013	SO56643	14791
56644	23/9/2013	SO56644	23546
56645	23/9/2013	SO56645	25818
56646	23/9/2013	SO56646	28959
56647	23/9/2013	SO56647	16032
56648	23/9/2013	SO56648	12678
56649	23/9/2013	SO56649	24723
56650	23/9/2013	SO56650	17747
56651	23/9/2013	SO56651	11658
56652	23/9/2013	SO56652	28287
56653	23/9/2013	SO56653	11530
56654	23/9/2013	SO56654	11502
56655	23/9/2013	SO56655	11498
56656	23/9/2013	SO56656	26492
56657	23/9/2013	SO56657	24768
56658	23/9/2013	SO56658	20489
56659	23/9/2013	SO56659	18354
56660	23/9/2013	SO56660	17335
56661	23/9/2013	SO56661	15331
56662	23/9/2013	SO56662	20500
56663	23/9/2013	SO56663	14441
56664	23/9/2013	SO56664	18054
56665	23/9/2013	SO56665	16302
56666	23/9/2013	SO56666	19259
56667	23/9/2013	SO56667	22560
56668	23/9/2013	SO56668	11475
56669	23/9/2013	SO56669	17652
56670	23/9/2013	SO56670	22457
56671	23/9/2013	SO56671	23949
56672	23/9/2013	SO56672	16454
56673	23/9/2013	SO56673	13816
56674	23/9/2013	SO56674	11649
56675	23/9/2013	SO56675	26232
56676	23/9/2013	SO56676	14075
56677	23/9/2013	SO56677	11805
56678	23/9/2013	SO56678	16364
56679	23/9/2013	SO56679	14110
56680	23/9/2013	SO56680	14037
56681	23/9/2013	SO56681	11625
56682	23/9/2013	SO56682	13093
56683	23/9/2013	SO56683	11126
56684	23/9/2013	SO56684	20995
56685	23/9/2013	SO56685	28116
56686	23/9/2013	SO56686	29192
56687	23/9/2013	SO56687	19089
56688	23/9/2013	SO56688	12674
56689	23/9/2013	SO56689	24346
56690	23/9/2013	SO56690	22791
56691	23/9/2013	SO56691	19849
56692	24/9/2013	SO56692	12634
56693	24/9/2013	SO56693	11613
56694	24/9/2013	SO56694	12297
56695	24/9/2013	SO56695	13522
56696	24/9/2013	SO56696	12691
56697	24/9/2013	SO56697	15139
56698	24/9/2013	SO56698	18319
56699	24/9/2013	SO56699	21409
56700	24/9/2013	SO56700	20218
56701	24/9/2013	SO56701	24898
56702	24/9/2013	SO56702	24379
56703	24/9/2013	SO56703	19591
56704	24/9/2013	SO56704	15641
56705	24/9/2013	SO56705	16415
56706	24/9/2013	SO56706	11701
56707	24/9/2013	SO56707	12067
56708	24/9/2013	SO56708	11500
56709	24/9/2013	SO56709	28043
56710	24/9/2013	SO56710	28011
56711	24/9/2013	SO56711	27399
56712	24/9/2013	SO56712	29045
56713	24/9/2013	SO56713	12136
56714	24/9/2013	SO56714	16876
56715	24/9/2013	SO56715	24440
56716	24/9/2013	SO56716	13231
56717	24/9/2013	SO56717	23451
56718	24/9/2013	SO56718	21325
56719	24/9/2013	SO56719	22990
56720	24/9/2013	SO56720	21250
56721	24/9/2013	SO56721	28964
56722	24/9/2013	SO56722	18888
56723	24/9/2013	SO56723	20286
56724	24/9/2013	SO56724	14119
56725	24/9/2013	SO56725	20741
56726	24/9/2013	SO56726	16299
56727	24/9/2013	SO56727	17200
56728	24/9/2013	SO56728	16200
56729	24/9/2013	SO56729	23219
56730	24/9/2013	SO56730	20041
56731	24/9/2013	SO56731	22540
56732	24/9/2013	SO56732	22513
56733	24/9/2013	SO56733	22870
56734	24/9/2013	SO56734	11686
56735	24/9/2013	SO56735	14085
56736	24/9/2013	SO56736	13170
56737	24/9/2013	SO56737	13493
56738	24/9/2013	SO56738	13221
56739	24/9/2013	SO56739	11654
56740	24/9/2013	SO56740	11624
56741	24/9/2013	SO56741	13016
56742	24/9/2013	SO56742	13083
56743	24/9/2013	SO56743	12709
56744	24/9/2013	SO56744	14770
56745	24/9/2013	SO56745	14778
56746	24/9/2013	SO56746	20998
56747	24/9/2013	SO56747	20993
56748	24/9/2013	SO56748	29113
56749	24/9/2013	SO56749	29178
56750	24/9/2013	SO56750	18928
56751	24/9/2013	SO56751	12677
56752	24/9/2013	SO56752	11994
56753	24/9/2013	SO56753	22778
56754	24/9/2013	SO56754	19875
56755	24/9/2013	SO56755	20001
56756	24/9/2013	SO56756	23753
56757	25/9/2013	SO56757	24909
56758	25/9/2013	SO56758	12218
56759	25/9/2013	SO56759	12943
56760	25/9/2013	SO56760	20605
56761	25/9/2013	SO56761	25217
56762	25/9/2013	SO56762	29301
56763	25/9/2013	SO56763	19504
56764	25/9/2013	SO56764	24549
56765	25/9/2013	SO56765	12073
56766	25/9/2013	SO56766	28286
56767	25/9/2013	SO56767	29250
56768	25/9/2013	SO56768	25007
56769	25/9/2013	SO56769	26337
56770	25/9/2013	SO56770	24318
56771	25/9/2013	SO56771	11640
56772	25/9/2013	SO56772	11698
56773	25/9/2013	SO56773	11709
56774	25/9/2013	SO56774	18071
56775	25/9/2013	SO56775	17616
56776	25/9/2013	SO56776	14294
56777	25/9/2013	SO56777	12504
56778	25/9/2013	SO56778	26882
56779	25/9/2013	SO56779	29379
56780	25/9/2013	SO56780	28905
56781	25/9/2013	SO56781	13507
56782	25/9/2013	SO56782	18322
56783	25/9/2013	SO56783	12981
56784	25/9/2013	SO56784	27825
56785	25/9/2013	SO56785	16708
56786	25/9/2013	SO56786	19596
56787	25/9/2013	SO56787	19096
56788	25/9/2013	SO56788	12009
56789	25/9/2013	SO56789	12338
56790	25/9/2013	SO56790	24990
56791	25/9/2013	SO56791	22091
56792	25/9/2013	SO56792	23747
56793	25/9/2013	SO56793	22506
56794	25/9/2013	SO56794	15693
56795	25/9/2013	SO56795	12307
56796	26/9/2013	SO56796	23541
56797	26/9/2013	SO56797	12630
56798	26/9/2013	SO56798	11519
56799	26/9/2013	SO56799	16674
56800	26/9/2013	SO56800	21186
56801	26/9/2013	SO56801	17318
56802	26/9/2013	SO56802	13614
56803	26/9/2013	SO56803	26432
56804	26/9/2013	SO56804	15787
56805	26/9/2013	SO56805	19627
56806	26/9/2013	SO56806	20710
56807	26/9/2013	SO56807	11634
56808	26/9/2013	SO56808	25171
56809	26/9/2013	SO56809	25893
56810	26/9/2013	SO56810	24396
56811	26/9/2013	SO56811	25336
56812	26/9/2013	SO56812	22367
56813	26/9/2013	SO56813	20184
56814	26/9/2013	SO56814	11719
56815	26/9/2013	SO56815	18853
56816	26/9/2013	SO56816	11091
56817	26/9/2013	SO56817	16134
56818	26/9/2013	SO56818	15431
56819	26/9/2013	SO56819	14094
56820	26/9/2013	SO56820	26700
56821	26/9/2013	SO56821	13914
56822	26/9/2013	SO56822	16193
56823	26/9/2013	SO56823	28725
56824	26/9/2013	SO56824	16438
56825	26/9/2013	SO56825	21095
56826	26/9/2013	SO56826	27945
56827	26/9/2013	SO56827	24108
56828	26/9/2013	SO56828	14553
56829	26/9/2013	SO56829	15444
56830	26/9/2013	SO56830	11505
56831	26/9/2013	SO56831	12932
56832	26/9/2013	SO56832	16241
56833	26/9/2013	SO56833	12234
56834	26/9/2013	SO56834	20376
56835	26/9/2013	SO56835	11690
56836	26/9/2013	SO56836	11623
56837	26/9/2013	SO56837	11388
56838	26/9/2013	SO56838	16404
56839	26/9/2013	SO56839	23116
56840	26/9/2013	SO56840	20983
56841	26/9/2013	SO56841	28205
56842	26/9/2013	SO56842	19105
56843	26/9/2013	SO56843	19568
56844	26/9/2013	SO56844	19577
56845	26/9/2013	SO56845	24818
56846	26/9/2013	SO56846	22888
56847	26/9/2013	SO56847	22067
56848	26/9/2013	SO56848	19984
56849	26/9/2013	SO56849	19518
56850	26/9/2013	SO56850	28365
56851	27/9/2013	SO56851	21363
56852	27/9/2013	SO56852	21365
56853	27/9/2013	SO56853	23094
56854	27/9/2013	SO56854	27358
56855	27/9/2013	SO56855	14087
56856	27/9/2013	SO56856	16185
56857	27/9/2013	SO56857	13614
56858	27/9/2013	SO56858	24834
56859	27/9/2013	SO56859	19961
56860	27/9/2013	SO56860	22464
56861	27/9/2013	SO56861	11164
56862	27/9/2013	SO56862	11632
56863	27/9/2013	SO56863	28803
56864	27/9/2013	SO56864	28281
56865	27/9/2013	SO56865	29173
56866	27/9/2013	SO56866	28633
56867	27/9/2013	SO56867	27443
56868	27/9/2013	SO56868	16358
56869	27/9/2013	SO56869	11501
56870	27/9/2013	SO56870	24419
56871	27/9/2013	SO56871	26240
56872	27/9/2013	SO56872	21288
56873	27/9/2013	SO56873	16012
56874	27/9/2013	SO56874	11922
56875	27/9/2013	SO56875	17357
56876	27/9/2013	SO56876	15269
56877	27/9/2013	SO56877	15519
56878	27/9/2013	SO56878	13308
56879	27/9/2013	SO56879	17217
56880	27/9/2013	SO56880	19075
56881	27/9/2013	SO56881	28514
56882	27/9/2013	SO56882	17886
56883	27/9/2013	SO56883	20554
56884	27/9/2013	SO56884	22488
56885	27/9/2013	SO56885	26389
56886	27/9/2013	SO56886	24146
56887	27/9/2013	SO56887	25554
56888	27/9/2013	SO56888	12927
56889	27/9/2013	SO56889	11855
56890	27/9/2013	SO56890	13421
56891	27/9/2013	SO56891	11866
56892	27/9/2013	SO56892	13586
56893	27/9/2013	SO56893	20668
56894	27/9/2013	SO56894	15885
56895	27/9/2013	SO56895	11630
56896	27/9/2013	SO56896	12929
56897	27/9/2013	SO56897	20989
56898	27/9/2013	SO56898	20991
56899	27/9/2013	SO56899	17051
56900	27/9/2013	SO56900	12350
56901	27/9/2013	SO56901	24418
56902	27/9/2013	SO56902	12004
56903	27/9/2013	SO56903	11120
56904	27/9/2013	SO56904	22880
56905	27/9/2013	SO56905	22887
56906	27/9/2013	SO56906	12640
56907	28/9/2013	SO56907	16524
56908	28/9/2013	SO56908	12653
56909	28/9/2013	SO56909	12131
56910	28/9/2013	SO56910	11019
56911	28/9/2013	SO56911	28599
56912	28/9/2013	SO56912	28783
56913	28/9/2013	SO56913	21208
56914	28/9/2013	SO56914	13037
56915	28/9/2013	SO56915	14124
56916	28/9/2013	SO56916	17744
56917	28/9/2013	SO56917	24558
56918	28/9/2013	SO56918	28866
56919	28/9/2013	SO56919	29177
56920	28/9/2013	SO56920	11212
56921	28/9/2013	SO56921	26696
56922	28/9/2013	SO56922	24982
56923	28/9/2013	SO56923	21782
56924	28/9/2013	SO56924	14274
56925	28/9/2013	SO56925	11769
56926	28/9/2013	SO56926	20326
56927	28/9/2013	SO56927	19242
56928	28/9/2013	SO56928	15544
56929	28/9/2013	SO56929	14594
56930	28/9/2013	SO56930	19862
56931	28/9/2013	SO56931	14202
56932	28/9/2013	SO56932	16192
56933	28/9/2013	SO56933	17843
56934	28/9/2013	SO56934	12295
56935	28/9/2013	SO56935	25667
56936	28/9/2013	SO56936	12814
56937	28/9/2013	SO56937	17881
56938	28/9/2013	SO56938	11789
56939	28/9/2013	SO56939	11846
56940	28/9/2013	SO56940	14106
56941	28/9/2013	SO56941	26357
56942	28/9/2013	SO56942	17046
56943	28/9/2013	SO56943	18768
56944	28/9/2013	SO56944	14130
56945	28/9/2013	SO56945	29180
56946	28/9/2013	SO56946	19102
56947	28/9/2013	SO56947	17515
56948	28/9/2013	SO56948	12354
56949	28/9/2013	SO56949	12360
56950	28/9/2013	SO56950	12667
56951	28/9/2013	SO56951	28845
56952	28/9/2013	SO56952	22074
56953	28/9/2013	SO56953	22078
56954	28/9/2013	SO56954	19892
56955	28/9/2013	SO56955	28916
56956	28/9/2013	SO56956	21673
56957	28/9/2013	SO56957	13258
56958	28/9/2013	SO56958	24140
56959	29/9/2013	SO56959	23547
56960	29/9/2013	SO56960	13251
56961	29/9/2013	SO56961	13771
56962	29/9/2013	SO56962	17227
56963	29/9/2013	SO56963	23570
56964	29/9/2013	SO56964	27496
56965	29/9/2013	SO56965	23096
56966	29/9/2013	SO56966	16734
56967	29/9/2013	SO56967	15795
56968	29/9/2013	SO56968	14228
56969	29/9/2013	SO56969	23922
56970	29/9/2013	SO56970	27221
56971	29/9/2013	SO56971	27237
56972	29/9/2013	SO56972	17119
56973	29/9/2013	SO56973	21743
56974	29/9/2013	SO56974	23389
56975	29/9/2013	SO56975	14363
56976	29/9/2013	SO56976	20458
56977	29/9/2013	SO56977	28035
56978	29/9/2013	SO56978	19216
56979	29/9/2013	SO56979	25925
56980	29/9/2013	SO56980	28292
56981	29/9/2013	SO56981	16249
56982	29/9/2013	SO56982	17486
56983	29/9/2013	SO56983	15405
56984	29/9/2013	SO56984	21742
56985	29/9/2013	SO56985	15838
56986	29/9/2013	SO56986	14804
56987	29/9/2013	SO56987	23757
56988	29/9/2013	SO56988	20574
56989	29/9/2013	SO56989	12865
56990	29/9/2013	SO56990	13785
56991	29/9/2013	SO56991	25665
56992	29/9/2013	SO56992	12107
56993	29/9/2013	SO56993	11932
56994	29/9/2013	SO56994	12227
56995	29/9/2013	SO56995	13067
56996	29/9/2013	SO56996	22903
56997	29/9/2013	SO56997	11696
56998	29/9/2013	SO56998	13190
56999	29/9/2013	SO56999	14833
57000	29/9/2013	SO57000	27340
57001	29/9/2013	SO57001	27299
57002	29/9/2013	SO57002	29295
57003	29/9/2013	SO57003	28957
57004	29/9/2013	SO57004	11147
57005	29/9/2013	SO57005	25379
57006	29/9/2013	SO57006	25049
57007	29/9/2013	SO57007	19744
57008	29/9/2013	SO57008	19867
57009	29/9/2013	SO57009	22541
57010	29/9/2013	SO57010	13259
57011	29/9/2013	SO57011	12637
57012	30/9/2013	SO57012	29995
57013	30/9/2013	SO57013	29620
57014	30/9/2013	SO57014	29908
57015	30/9/2013	SO57015	29955
57016	30/9/2013	SO57016	29539
57017	30/9/2013	SO57017	29888
57018	30/9/2013	SO57018	29713
57019	30/9/2013	SO57019	29928
57020	30/9/2013	SO57020	29723
57021	30/9/2013	SO57021	29567
57022	30/9/2013	SO57022	29677
57023	30/9/2013	SO57023	29627
57024	30/9/2013	SO57024	30093
57025	30/9/2013	SO57025	29949
57026	30/9/2013	SO57026	29907
57027	30/9/2013	SO57027	29519
57028	30/9/2013	SO57028	29984
57029	30/9/2013	SO57029	29865
57030	30/9/2013	SO57030	29997
57031	30/9/2013	SO57031	29991
57032	30/9/2013	SO57032	29538
57033	30/9/2013	SO57033	30036
57034	30/9/2013	SO57034	30117
57035	30/9/2013	SO57035	29598
57036	30/9/2013	SO57036	29935
57037	30/9/2013	SO57037	30055
57038	30/9/2013	SO57038	29684
57039	30/9/2013	SO57039	29540
57040	30/9/2013	SO57040	29517
57041	30/9/2013	SO57041	29524
57042	30/9/2013	SO57042	30094
57043	30/9/2013	SO57043	29779
57044	30/9/2013	SO57044	29816
57045	30/9/2013	SO57045	29942
57046	30/9/2013	SO57046	30107
57047	30/9/2013	SO57047	30042
57048	30/9/2013	SO57048	29575
57049	30/9/2013	SO57049	30076
57050	30/9/2013	SO57050	29977
57051	30/9/2013	SO57051	30103
57052	30/9/2013	SO57052	30023
57053	30/9/2013	SO57053	30026
